,문장,혐오 여부
18241,@익명2c78f2 저기는 ㄹㅇ 북한 해커들 사이트임,2
18242,"와 주름투성이였던 얼굴이 완전 바낀거 봐라
하긴 설치기 좋아하는 정수기가 왜 안하겠냐
보톡스만 맞겠냐
할거 다 하고도 남을 여자다",3
18243,@한강수능 저건 키자루 아니냐,1
18244,"니들.... 절대 화난다고 아무나 죽이면 안된다.
정치적 역공하려고 준비하는거 같다.",1
18245,박무성 킹제하노,1
18246,친중3대장만 오지게 우한폐렴 걸림,1
18247,@알랭드젖통 느그애미?,1
18248,머구도 저런식임. 밖에 나가보면 10대 20대 애들 마스크도 안 쓰고 막 돌아다님.,1
18249,"@보안사령관전두환장군 ㅇㅇ 엘지 중국에 나라와 국민 노예로 팔아먹는 매국노기업임

중국자본 들이고 화웨이에 대한민국 국가기관정보, 모든 정보통신망 넘기려함",2
18250,"편지는 잘 썼다만

영향력 1도 없고 바로 묻힐듯",1
18251,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맙소사,0
18252,와 개새끼,0
18253,유민식,0
18254,@익명b42246 개병신 히키모태솔로씹새끼는니애미 보지나핥아라 ㅉ,3
18255,중국=북한=전라도,2
18256,전투력이 없구만,1
18257,"@좆미개미국법수준 그렇겠지 좌좀들 조작이라도 하겠지

내말은 폐국자체를 안한다는 의미",1
18258,김연아?,1
18259,@행동하는낭심2 미국이 허락안해줌,2
18260,어디서 받은 찌라시인데 저리 정확하지,1
18261,총선출구조사 자신감 내비치는 이유가 뭐겠냐 총선 조작질을 위한 여론조작이라는거다 선거조작 막을법 없지? 우리나라 끝난거 맞냐,1
18262,토론토 뒷골목에서 잘대줄것같은 스타일 데헷,3
18263,"트럼프가 착하긴착하네 나같으면 잠깐 만나고 무박 중국 간다.

그나마 부산에 트럼프월드가 하나 있어서 1박은 하는건가?",2
18264,성별은?,3
18265,"여자한테 겁먹었네

자신감 상실
지보다 급이 높은 여자라고 판단
겁먹었음
근대
안 무서운척 연기

난 그게 보인다",3
18266,"아 그러지 말고 그냥 돌아다녀~! 저기 민좆당 당사나 청와대 앞에서 얼쩡 거리고 침 뱉어 국개 의사당 앞에도 가고그래
아.. 홍어 마을가서 침뱉어",1
18267,"몽골이 중국보다 국가 평균 IQ 높다.

중국은 시험점수도 사기치니까 뭐.",2
18268,"김승동예비후보가 공개 시위한걸 적은건데...
너무 멀리가지말자... 팩트로 조지는 ㅇㅂ아니냐..",1
18269,난 또 개통 했다는게 니 여친 첫 보지 개통 했다고 생각했자나,3
18270,그와중에 미국은 경제규모도 최곤데 성장률도 최고네 ㅋㅋㅋㅋ,2
18271,좆같은 중국바퀴벌레새끼들은 하는짓도 애미없노,2
18272,캬,0
18273,아 존나 찐따냄새나네 ㅋㅋ 나처럼,0
18274,저 시발년들 ㅋㅋㅋㅋㅋㅋ,0
18275,이렇게까지 북한에 퍼즈려는 이유가 뭐임? 안에 가족들 썩어 문드러지던 말던 밖에 보여주기식에 더 신경 썻던 중대장 생각나서 진짜 짜증난다 북한이 잘돼서 이번정부가 얻는 이득이 뭐냐?,2
18276,ㅎ ㅆㅂㄴ 남의차 ??? 머 이런 개새끼가 다 있노,0
18277,씨발새끼들 진짜 뒤져라,0
18278,믿기 싫겠지만 자기만족이라고 한다. 여자는 발정난 몇몇 빼고는 대부분 자기가 이쁜옷 입고 있고 사랑스러워보이는것을 즐긴다. 그리고 어디서 봤는데 여자랑 남자랑 둘이서 걸어가면 여자는 여자를 보고 남자도 여자를 본다고 하더라 여자는 다른여자들이 어떻게 입고 다니는지 관심이 있다 이거지 물론 이쁜모습을 봐줄 누군가가 필요한것도 맞겠지 지구상에 남자가 하나도 없는데 무슨맛으로 예쁘게 차려입겠어. 내 생각엔 자기만족 안에는 다른여자들의 질투의 시선 매력을 느끼는 남자의 시선에 따른 으쓱한 기분도 포함된거 같음. 그런 자기자신을 보며 느끼는 므흣함 아니겠어?,3
18279,우마오당 개새끼들,0
18280,"""성관계 권유하신 분 맞아요?""

""네""

무죄든 뭐든 여자한테는 전혀 손해볼거 없는 상황인거 같다",3
18281,훠훠훠 구뫈 하쉬죠 국눼 쥘뭉운 봗쥐 않겠숩니돠!!,2
18282,"@타미리 아 ㅋㅋ 날 보지로 오해하려나본데 나 고추다 이기

보빨 존나게 해대는 한남들이 김치녀 혐오하는 거 보면 그게 또 존나 웃기다 게이야..",3
18283,난 진짜 병신tv인줄알았네,0
18284,@타치바나딱키 니미씹보지는 정말 페이머슼,3
18285,@방울겨울 전략이나 경영(매니지먼트)가 군대에서 나온 개념인거 모르노?,1
18286,그래도 꼴령 ㅜ,0
18287,말 안들으면 주먹이야 ㅋㅋㅋㅋ,3
18288,여자가 저 자세하면 대꼴인데,3
18289,유럽의 짱꼴라 이태리,2
18290,"남자는 뭐 결혼하면 허구한 날 집에 돈벌어갖다 바치는 ATM기 신세에, 가끔 용돈받고 생활한다는데
사실상 자식새끼 보면서 내가 얘 때매 참는다하고 존나 본인 혹사시키는 거밖에 더 되냐?
지 와이프 좋다 결혼해놓고, 지 남편 좋다 결혼해놓고 나중에 나이먹으면 다 자식보면서
니네가 자식 낳아봐야 안다. 니네 때매 산다 이지랄 ㅋㅋ 결혼해놓고 존나 찡찡대네 어휴.

차라리 진짜 어차피 요즘 남녀성비 개씹창이라 여초카페말로 흔히 도태남 투성인데,
그냥 빠르게 고자가 되는 게 훨씬 이득인 것 같다. 어차피 쓸데도 없는데 야한 여자몸만보면 꼴려서 꼬추 서는게 얼마나 안타깝냐.
남자는 성욕만 없어져도 인생이 3배는 행복할 것 같다. 혼자 살아도 전혀 외롭지 않고.",3
18291,@티눈달력 꺼어ㅓ어어억,2
18292,돈버는거 존나쉽당께,0
18293,그때 서현이 보지를 20달러주고 사먹었어야 했네..,3
18294,언제 어디서 무엇을 오또께 오또케,1
18295,@여자를멀리하자 뭔 개소리냐... 유럽가도 1유로 넘는다,3
18296,@일심구천 그럼 안해야겠당;;,0
18297,"@메르 글쿤 ㅇㅇ 중국 내적으로는 딱히 불안요소는 없다는거네 기업 자체도 건실하다는거군



요새 중국쪽이 엄청 치고 올라오는데 여러모로 불안하기도 하고 그렇다



정보글 여태까지 쓴거 전부 다 봤는데 재밌게봐서 일베 다 눌렀었다 ㅇㅇ 시간있음 다른 글도 많이 써주셈",2
18298,"그 법정에서 많이 쓰던거 있잖아
직권 남용으로 다들 실형 때리면 되겠네",1
18299,"저작권 돈주다가 가난해진다
대한민국이 imf맞으면서 했던일중 하나가 저작권 보호에 관한 거지
중국도 지금 마찬가지로 미국에 쳐맞고 있고.",2
18300,@소이증 미안하다 뇌전문의다ㅠ,1
18301,막말은 중국이 G1이며 전세계 최악이다.,2
18302,섹스ㅇㅂ,3
18303,"공실만 문제냐?
가게빼서 옮기는게 더 좆같겠다...",1
18304,짧고 굵네 ㅋㅋㅋㅋㅋ,0
18305,@MHCorp 섹스출격,3
18306,미친새끼 ㅋㅋㅋ,0
18307,"아무리 영상이 꼴릿하고 쎆쓰하더라도
짱깨어 들리는 순간 바로 식고 다른 거 찾아 나서게됨
벌레들의 언어임",1
18308,사실 저런 여자한테 맞고싶음...하악하악,3
18309,북한 아이피 존나 나왔잖아 저기,2
18310,"고민정 쟤가 비록 대깨문이지만 탈김치임

남편 백순데 아나운서 한창일 때 결혼하고 남편 먹여살리고 있음",3
18311,외자 받아들이는건 좋은거라 ㅁㅈㅎ,0
18312,@앞만보고가 그렇지 이거지 요점은,0
18313,"브러질 남미 마약 카르텔 상상만해도 무서워 ㅠㅠㅠㅠㅠ
라이브릭에서 영상봤는데

여자참수영상이랑

마약카르텔이 경찰아빠죽이고 아들도 잔인하게죽이는....
하....상상만해도 무섭다....
인간이라는게 사실상""악마"" 아닐까
잠제적 악마.....",3
18314,간첩?,2
18315,젠 결혼을 몇십번하는거냐 ㅋㅋ,3
18316,@BoZi민국씨발 맞아 남자애들은 저렇게 지원해주면 개중에 크리터져서 아주 잘되는 경우가 있음,3
18317,어머머 이거 여혐 맞지?,3
18318,@그애참싫다 이것도 그거랑 같은 사례임. 성범죄 특성상 남자 진술보단 여자측 진술을 더 신뢰를하기때문에 남자가 여자측보다 압도적으로 말빨이 좋지않는한 개털림,3
18319,명재권 명씨 혹시 중국 성씨 아니감??,2
18320,잘봄ㅇㅂ,0
18321,정박아 정부,1
18322,웬자이니 저 입 어떻게 안되노?,0
18323,@건축시공기술사 송백경옆에있는애,3
18324,"아니 시발 나랑 같은영화 본 사람들 맞나 싶다
페미든 일베든 저 아나운서도 그렇고 내가본 김지영은 그런 색깔논리로 볼 영화는 아니었는데 왜 이 영화를가지고 그렇게 서로 싸우냐?? 정신병들 있는거같다.... 물론 진짜 몇몇 장면은 의도하고 집어넣었기에 이해안가는 장면들도 있긴했다만 전체적인 내용만으로 보면 글케 까일만한 내용이 아니다....
같이본 여자가 영화는 그래도 현실적으로 재구성해서 그렇게까지 불편하진 않았는데,책은 아무래도 좀 억지스러운 내용들이 많이 나오긴했었다더라....",3
18325,않?,0
18326,"일본 중국이었다면 분명 출전했을거다
광고 든..뭐든 불러서 대접을 하는데 한국은 그러지 않거든 ㅋㅋㅋ
해외 유명스포츠스타가 광고하는 거 한번도 못봄
근데 일본은 그런 경우가 많음
자신의 주머니를 채워주지 않는 곳에서 굳이 내가 왜??? 그런 생각들었을 듯",2
18327,"@짤없이고소함 고건 불가능

그여자 소리소문없이 사라짐",3
18328,아직 60일 또 남았다는거네,0
18329,우리애기먹일건데 돈받아요?,3
18330,대통령될지도,0
18331,미국이 중국을 10번 파괴해도 중국이 미국을 1번만 파괴하면 된다고? 무슨말이야 그게.,2
18332,"아니씨발 문재앙 모지리시끼가 반일선동 한다고 호기롭게 일본은 동맹국 아니라고 해서 일본이 그럼 한국은 동맹국 특혜 제외 시켜준다고 하면 만세를 불러야지 왜 욕을하고 불매운동하다가 미국한테가서는 일본보고 동맹국 특혜좀 계속 받게 말좀해달라고 정신분열 온것처럼 징징대냐고?ㅋㅋㅋ

어장관리하다가 남자가 야마돌아서 딴여자 만나니까 속상하고 자궁떠는 김치개갈보년 심보야뭐야?",3
18333,@불타는엔진 외모가 못생긴 분들은 피부결도 별로인경우가 많더라,3
18334,치킨한마리만,1
18335,못배우고 무식해서 그럼,0
18336,"하이리스크 하이리턴인데, 역시나 일게이구만!",1
18337,그.립.다.그.분.이.,0
18338,박대통령은 시진핑에게 최고의 예우를 받고 중국민들도 좋아했지만 어떤 대통령도 이런 대접을 받은 적은 없었다. 얼마나 한심하고 우습게 보였으면 대놓고 개무시를 할까? 우방인 미국에는 자꾸 딴소리하고 중국에는 알아서 기니 누가 대접을 해 주겠니? 문재인 당신 개인만 쪽팔린 게 아니라 국격이 떨어지고 있다는 걸 모르나?,2
18339,우리 문통 괴롭히지 마!!,0
18340,"우리엄마 강아지 좋아하지는 않음.

그런데 보유세 내는 거는 좀 아니라고 하시더라.

비반련 견주도 이런데;;",3
18341,"착짱죽짱

니들끼리 더 착해져라",1
18342,자유없는 민주주의 대통령 욕한다고 끌어가네 중국꼴 나겠네 그다음 문씨왕가 3대세습 이지랄 하겠지,2
18343,아 내가 1002베다,3
18344,화살표보면 감이 안오나?,0
18345,15년도부터잠복 근무 ㄷㄷㄷ,1
18346,보나마나 전라도 좆밥,0
18347,아니 시발 나라가 어쩌다 쳐망해가냐,0
18348,"조선 중국은 뭘해도 좆같노
그 환상의 콜라보가 북조선
그걸 빠는 문재앙 개씨발새끼",2
18349,난 바둑 3단인데,3
18350,보지 대장부 복자누님!,3
18351,@일침전문선비 원래 38도엿던거아님? 그때 돌려보낸걸로아는데 40도넘은건 그 후,1
18352,먼지앙 ㅋㅋㅋㅋㅋ,2
18353,"근데 탁현민 법규가 왤케 찌질해 보이지?

왜 손목쪽에 반대편 손을 댄거야?

보통 이두쪽에 대는거 아님?",3
18354,클베vs일베 ㅋㅋㅋㅋㅋ,0
18355,씨발 간첩같이 더럽게 생겼네 하여간 문가가 간첩들 좋아하니까,2
18356,형님 각하,1
18357,"@CCNP FBI 가 한미공조수사 요청으로 현지체포하고 범죄자 인도조약 체결로 압송
서울경찰청 외사과로 넘겨집 조서받고 벌금1000만원정도 맞고 합의봐야함 ㅠ불쌍한 미국일게이노 ㅠㅠ",2
18358,짱깨가 정권 만들어준게 맞는듯,1
18359,"여자들은 2차비 따로 챙길 심산이었고 손님들은 여자 퇴근후 꽁씹이라 생각한 각이네...
관계후 돈 안나오니 고소했구만...",3
18360,간첩보다 더한놈이지,2
18361,저거도 저거지만 더불어공산당원 조직내에서 지시할걸 공산당원이 백만명이넘어,1
18362,씨발 저것도 결국 남편돈이잖아 결혼안한다,3
18363,"나치나 소련, 북한, 중국도 100% 는 나온 적이 없구만, 저 짝 동네는 진짜 같은 인류가 맞나 싶다.",2
18364,"과연 저기에서 찌질대는 인간들 나중에 어떻게사나 하고보면...
뭐긴 젊을때 경기도 언저리에서 찌질대다 나중에 듣보잡 시골로
낙향, 거기서두 민주 국민 양심타령하며 라면먹으며 연명하지.
그러다 휑한 깡촌서 어어하다 치매오고 결국 고독사하는 팔자.",1
18365,판사님 정신병 15년차환자입니다 제돈 다드릴테니 완치하게해주세요,1
18366,"@지구멸망기도3년차 내담당 검사는 여검사였는데 전라도검사였음 ㅜㅜ
정규라는 사람 원래 마약혼거방 쓰던 사람인데 밤에 화장실에서 플라스틱거울 조각으로 칼만든다고 그거 뾰쪽하게 갈다가
카메라 독방 으로 옮기거라고 하더라 내가 팔다쳐서 나랑 지낸다고해서 나랑 방같이씀 ㄷㄷ 나는 자살할려고 해외에서 진정제구하다가 구속된거라
카메라달린 독방쓴거고",0
18367,짱개들은 왜저리 못 생겼을까,2
18368,"@빅양태 호주 대도시들이 중국인들 훨씬많음 키위들도 호주로 가긴하는데

거의 일자리나 대학때문임 호주가 유색인종차별이 아시안대상으로만 심한줄

알았는데 태평양국가 출신 피지 통가 이런애들도 그러더라 호주인종차별 심하다고

더큰 나라에서 살고싶은 호주긴한데 동양인한테 그나마 우호적인 뉴질랜드가

난 갠적으로 더 나은듯. 뉴질랜드도 오클랜드 크라이스트쳐치같은 대도시 벗어나면 아시안들 자주못봄 대도시에 몰려있음 동양인들",2
18369,라도??,0
18370,우리 게이는 우주인 엉덩이인 것이냐...,3
18371,현관섹스못해서 어쩌냐 현관에서 뒤로 박을때가 대꼴인데,3
18372,"봤지?

역시나 식인종 헬중국꺼잖아. 북한 핵미사일들처럼.

그리고 저 식당 지하에 군시설 있다고 본다.

딱 보니 소형 잠수함 통로도 있을 듯.",2
18373,시발 팬될거 같아,0
18374,@익명311694 꽤됨,0
18375,우덜식이라 한다!,0
18376,미국이랑한거 맞음?,2
18377,이쯤되면 이북에 가족이 중국애들 한테 고문당하나싶다,2
18378,"저 틀딱새끼 전에도 반일종족주의 저자 찾아가서 저지랄하더니 이번엔 의사협회장 찾아갔냐?
늙으면 뻔뻔해진다는 게 저런 틀딱새끼를 가리켜 하는 말인가보다
논리도 없고 이성도 없고 할 줄 아는게 감정만 내세워서 욕하고 폭력쓰는 게 전부인 무뢰배 새끼",1
18379,깜빵 가있는 박근혜한테도 정치력이 밀리면 그 자리에서 내려와야지,1
18380,@JPN518 보지가편찬으시다,3
18381,짱개새끼들은 패죽이고 때려죽이고 태워죽이고 찔러 죽여버려야됌 ㅇㅇ,2
18382,@관상가 머여이 미친놈아 ㅋㅋㅋㅋ,3
18383,노트북은 나줘,1
18384,외국 국회냐,1
18385,댓글 까느글 겹치는거 없이 순서대로 진짜 다 잘썼네,0
